Main,Sub,SubSub,CuisineLink,Depth,MentionedFoods
European cuisine,Central European cuisine,,Moravian_cuisine,2,"['Duck', 'Pork', 'Dumplings', 'Apricot', 'Butter', 'Meat', 'Cabbage', 'Apple', 'Poultry', 'Soup', 'Peach', 'Fruits', 'Watermelon', 'Jam', 'Sauerkraut']"
European cuisine,Central European cuisine,,Hungarian_cuisine,1,"['Duck', 'Pork', 'Fried egg', 'Milk', 'Pear', 'Sandwiches', 'Dumplings', 'Croquette', 'Steak', 'Rice', 'Cabbage roll', 'Apricot', 'Omelette', 'Cheese', 'Butter', 'Apple pie', 'Pierogi', 'Sausage', 'Eggs', 'Bacon', 'Boiled egg', 'Meatball', 'Fish', 'Mashed potatoes', 'Meat', 'Cabbage', 'Apple', 'Blue cheese', 'Ice cream', 'Corn', 'Croissant', 'Spinach', 'Beef', 'Ham', 'Dark chocolate', 'Pancake', 'Cherry', 'Poultry', 'Soup', 'Peach', 'Raspberry', 'Pudding', 'Strawberry', 'Pie', 'Mayonnaise', 'Cookie', 'Fruits', 'French fries', 'Chocolate cake', 'Ribs', 'Flatbread', 'Cereal', 'White chocolate', 'Chicken soup', 'Bread', 'Pasta', 'Baguette', 'Chocolate', 'Vanilla', 'Pretzel', 'Stew', 'Jam', 'Spaghetti', 'Salmon', 'Sauerkraut', 'Gravy', 'Cake', 'Toast', 'Carrot', 'Orange', 'Cheddar cheese']"
European cuisine,Central European cuisine,,Liechtensteiner_cuisine,1,"['Pork', 'Milk', 'Dumplings', 'Cheese', 'Sausage', 'Bacon', 'Meat', 'Cabbage', 'Beef', 'Ham', 'Yogurt', 'Soup', 'Bread', 'Pasta', 'Asparagus']"
European cuisine,Central European cuisine,,Polish_cuisine,1,"['Duck', 'Tomato soup', 'Pork', 'Burrito', 'Fried egg', 'Milk', 'Sandwiches', 'Pineapple', 'Dumplings', 'Croquette', 'Rice', 'Bialy', 'Cheese', 'Carbonara', 'Hamburgers', 'Butter', 'Apple pie', 'Pierogi', 'Sausage', 'Eggs', 'Bacon', 'Donuts', 'Boiled egg', 'Meatball', 'Fish', 'Pizza', 'Grains', 'Mashed potatoes', 'Meat', 'Kebab', 'Cabbage', 'Apple', 'Cream pie', 'Corn', 'Croissant', 'Cranberry', 'Beef', 'Ham', 'Pancake', 'Cherry', 'bagel', 'Poultry', 'Soup', ""McDonald's"", 'Pudding', 'Strawberry', 'Banana', 'Pie', 'Mayonnaise', 'Fruits', 'Chocolate cake', 'Ribs', 'Flatbread', 'Cereal', 'Carrot cake', 'Chicken soup', 'Bread', 'Pasta', 'Baguette', 'Chocolate', 'Vanilla', 'Stew', 'Jam', 'Spaghetti', 'Salmon', 'Sauerkraut', 'Gravy', 'Cake', 'Cheesecake', 'Carrot', 'Orange']"
European cuisine,Central European cuisine,,Silesian_cuisine,2,"['Pork', 'Dumplings', 'Cheese', 'Sausage', 'Eggs', 'Bacon', 'Fish', 'Meat', 'Cabbage', 'Beef', 'Ham', 'Soup', 'Pudding', 'Strawberry', 'Mayonnaise', 'Bread', 'Chocolate', 'Gravy', 'Cake']"
European cuisine,Central European cuisine,,Slovak_cuisine,1,"['Duck', 'Pork', 'Milk', 'Pineapple', 'Dumplings', 'Steak', 'Rice', 'Cheese', 'Butter', 'Pierogi', 'Sausage', 'Eggs', 'Bacon', 'Mashed potatoes', 'Meat', 'Cabbage', 'Beef', 'Ham', 'Dark chocolate', 'Cherry', 'Poultry', 'Soup', 'Peach', 'Pudding', 'Cookie', 'Chicken soup', 'Bread', 'Chocolate', 'Stew', 'Jam', 'Sauerkraut', 'Cake']"
European cuisine,Central European cuisine,,Slovenian_cuisine,1,"['Duck', 'Pork', 'Milk', 'Steak', 'Cheese', 'Minestrone', 'Sausage', 'Eggs', 'Bacon', 'Grains', 'Meat', 'Cabbage', 'Apple', 'Beef', 'Ham', 'Cherry', 'Poultry', 'Soup', 'Pudding', 'Cow milk', 'Fruits', 'Asparagus', 'Stew', 'Sauerkraut']"
European cuisine,Central European cuisine,,Swiss_cuisine,1,"['Pork', 'Milk', 'Pear', 'Pineapple', 'Gruyère cheese', 'Rice', 'Cheese', 'Butter', 'Sausage', 'Eggs', 'Bacon', 'Fish', 'Grains', 'Milk chocolate', 'Meat', 'Cabbage', 'Apple', 'Corn', 'Beef', 'Ham', 'Poultry', 'Soup', 'Banana', 'Pie', 'Fruits', 'Cereal', 'Carrot cake', 'Bread', 'Lebkuchen', 'Pasta', 'Chocolate', 'Stew', 'Jam', 'Sauerkraut', 'Curry', 'Gravy', 'Cake', 'Toast', 'Carrot', 'Orange']"
European cuisine,Central European cuisine,German cuisine,Austrian_cuisine,1,"['Duck', 'Pork', 'Milk', 'Sandwiches', 'Dumplings', 'Apricot', 'Cheese', 'Butter', 'Sausage', 'Eggs', 'Bacon', 'Fish', 'Meat', 'Cabbage', 'Apple', 'Ice cream', 'Spinach', 'Beef', 'Ham', 'Pancake', 'Cherry', 'Soup', 'Raspberry', 'Fruits', 'Chocolate cake', 'Bread', 'Asparagus', 'Chocolate', 'Hot dog', 'Vanilla', 'Stew', 'Jam', 'Sauerkraut', 'Cake']"
European cuisine,Central European cuisine,German cuisine,Viennese_cuisine,2,"['Milk', 'Dumplings', 'Apricot', 'Cheese', 'Butter', 'Bacon', 'Meat', 'Apple', 'Croissant', 'Beef', 'Pancake', 'Soup', 'Chocolate cake', 'Bread', 'Chocolate', 'Stew', 'Jam', 'Sauerkraut', 'Cake']"
European cuisine,Central European cuisine,German cuisine,Baden_cuisine,1,"['Cheese', 'Apple pie', 'Sausage', 'Fish', 'Meat', 'Apple', 'Pancake', 'Cherry', 'Poultry', 'Soup', 'Pie', 'Mayonnaise', 'Pasta', 'Asparagus', 'Pretzel', 'Sauerkraut', 'Cake']"
European cuisine,Central European cuisine,German cuisine,Bavarian_cuisine,1,"['Pork', 'Milk', 'Dumplings', 'Steak', 'Cheese', 'Sausage', 'Bacon', 'Meat', 'Cabbage', 'Blue cheese', 'Beef', 'Ham', 'Pancake', 'Soup', 'Pudding', 'Bread', 'Lebkuchen', 'Asparagus', 'Vanilla', 'Pretzel', 'Stew', 'Sauerkraut', 'Toast']"
European cuisine,Central European cuisine,German cuisine,Brandenburg_cuisine,1,"['Fish', 'Cabbage', 'Pancake', 'Cherry', 'Fruits', 'Asparagus', 'Sauerkraut']"
European cuisine,Central European cuisine,German cuisine,Franconian_cuisine,1,"['Pork', 'Milk', 'Dumplings', 'Steak', 'Cheese', 'Butter', 'Sausage', 'Bacon', 'Fish', 'Meat', 'Cabbage', 'Blueberry', 'Beef', 'Ham', 'Pancake', 'Soup', 'Pudding', 'Pie', 'Bread', 'Lebkuchen', 'Asparagus', 'Pretzel', 'Stew', 'Sauerkraut', 'Cake', 'Carrot']"
European cuisine,Central European cuisine,German cuisine,Cuisine_of_Hamburg,1,"['Duck', 'Pork', 'Milk', 'Sandwiches', 'Cabbage roll', 'Butter', 'Apple pie', 'Bacon', 'Fish', 'Pizza', 'Kebab', 'Cabbage', 'Apple', 'Ice cream', 'Beef', 'Cherry', 'Currywurst', 'Poultry', 'Soup', 'Pudding', 'Pie', 'Bread', 'Vanilla', 'Stew', 'Jam', 'Salmon', 'Cake']"
European cuisine,Central European cuisine,German cuisine,Hessian_cuisine,1,"['Milk', 'Dumplings', 'Cheese', 'Sausage', 'Eggs', 'Bacon', 'Meat', 'Apple', 'Sauerkraut', 'Cake']"
European cuisine,Central European cuisine,German cuisine,Liechtensteiner_cuisine,1,"['Pork', 'Milk', 'Dumplings', 'Cheese', 'Sausage', 'Bacon', 'Meat', 'Cabbage', 'Beef', 'Ham', 'Yogurt', 'Soup', 'Bread', 'Pasta', 'Asparagus']"
European cuisine,Central European cuisine,German cuisine,Lower_Saxon_cuisine,1,"['Sandwiches', 'Cheese', 'Butter', 'Sausage', 'Fish', 'Meat', 'Poultry', 'Soup', 'Pudding', 'Asparagus', 'Stew', 'Sauerkraut']"
European cuisine,Central European cuisine,German cuisine,Mecklenburg_cuisine,1,"['Pork', 'Bacon', 'Fish', 'Cabbage', 'Ice cream', 'Beef', 'Soup', 'Pudding', 'Ribs', 'Bread', 'Jam', 'Toast']"
European cuisine,Central European cuisine,German cuisine,Palatine_cuisine,1,"['Duck', 'Pork', 'Kiwifruit', 'Pear', 'Sausage', 'Bacon', 'Meatball', 'Fish', 'Mashed potatoes', 'Meat', 'Apple', 'Soup', 'Bread', 'Asparagus', 'Vanilla', 'Pretzel', 'Salmon', 'Sauerkraut', 'Cake']"
European cuisine,Central European cuisine,German cuisine,Pomeranian_cuisine,1,"['Duck', 'Pork', 'Dumplings', 'Bacon', 'Fish', 'Meat', 'Beef', 'Poultry', 'Soup', 'Pudding', 'Ribs', 'Bread', 'Vanilla', 'Jam', 'Cake']"
European cuisine,Central European cuisine,German cuisine,Rhenish-Hessian_cuisine,1,"['Pork', 'Cheese', 'Bacon', 'Soup', 'Bread', 'Asparagus', 'Stew']"
European cuisine,Central European cuisine,German cuisine,Saxon_cuisine,1,"['Rice', 'Fish', 'Pancake', 'Soup', 'Bread', 'Pasta', 'Cake']"
European cuisine,Central European cuisine,German cuisine,Schleswig-Holstein_cuisine,1,"['Pork', 'Milk', 'Pear', 'Dumplings', 'Butter', 'Sausage', 'Bacon', 'Fish', 'Meat', 'Ice cream', 'Beef', 'Poultry', 'Soup', 'Pudding', 'Seafood', 'Bread', 'Vanilla', 'Stew']"
European cuisine,Central European cuisine,German cuisine,Silesian_cuisine,1,"['Pork', 'Dumplings', 'Cheese', 'Sausage', 'Eggs', 'Bacon', 'Fish', 'Meat', 'Cabbage', 'Beef', 'Ham', 'Soup', 'Pudding', 'Strawberry', 'Mayonnaise', 'Bread', 'Chocolate', 'Gravy', 'Cake']"
European cuisine,Central European cuisine,German cuisine,Swabian_cuisine,1,"['Milk', 'Dumplings', 'Gruyère cheese', 'Cheese', 'Butter', 'Sausage', 'Bacon', 'Fish', 'Meat', 'Cabbage', 'Apple', 'Spinach', 'Beef', 'Pancake', 'Soup', 'Pudding', 'Mayonnaise', 'Flatbread', 'Bread', 'Pasta', 'Baguette', 'Asparagus', 'Vanilla', 'Pretzel', 'Stew', 'Salmon', 'Sauerkraut', 'Cake']"
European cuisine,Central European cuisine,German cuisine,Swiss_cuisine,1,"['Pork', 'Milk', 'Pear', 'Pineapple', 'Gruyère cheese', 'Rice', 'Cheese', 'Butter', 'Sausage', 'Eggs', 'Bacon', 'Fish', 'Grains', 'Milk chocolate', 'Meat', 'Cabbage', 'Apple', 'Corn', 'Beef', 'Ham', 'Poultry', 'Soup', 'Banana', 'Pie', 'Fruits', 'Cereal', 'Carrot cake', 'Bread', 'Lebkuchen', 'Pasta', 'Chocolate', 'Stew', 'Jam', 'Sauerkraut', 'Curry', 'Gravy', 'Cake', 'Toast', 'Carrot', 'Orange']"
European cuisine,Eastern European cuisine,,Belarusian_cuisine,1,"['Pork', 'Milk', 'Dumplings', 'Rice', 'Cheese', 'Butter', 'Sausage', 'Eggs', 'Boiled egg', 'Fish', 'Ravioli', 'Grains', 'Mashed potatoes', 'Meat', 'Cabbage', 'Apple', 'Corn', 'Cranberry', 'Beef', 'Ham', 'Pancake', 'Soup', 'Seafood', 'Mayonnaise', 'Fruits', 'Cereal', 'Bread', 'Lasagna', 'Pasta', 'Sauerkraut', 'Gravy', 'Cake', 'Carrot']"
European cuisine,Eastern European cuisine,,Cossack_cuisine,1,"['Pork', 'Dumplings', 'Cabbage roll', 'Butter', 'Eggs', 'Fish', 'Grains', 'Meat', 'Kebab', 'Cabbage', 'Beef', 'Ham', 'Poultry', 'Soup', 'Seafood', 'Pie', 'Bread', 'Watermelon', 'Salmon']"
European cuisine,Eastern European cuisine,,Russian_cuisine,1,"['Pork', 'Milk', 'Pear', 'Dumplings', 'Steak', 'Rice', 'Cheese', 'Butter', 'Pierogi', 'Sausage', 'Eggs', 'Fish', 'Ravioli', 'Grains', 'Mashed potatoes', 'Meat', 'Kebab', 'Cabbage', 'Apple', 'Ice cream', 'Cranberry', 'Beef', 'Ham', 'Pancake', 'Cherry', 'Poultry', 'Yogurt', 'Soup', 'Raspberry', 'Pudding', 'Pie', 'Mayonnaise', 'Fruits', 'Cereal', 'Bread', 'Chocolate', 'Stew', 'Jam', 'Salmon', 'Sauerkraut', 'Gravy', 'Cake', 'Orange']"
European cuisine,Eastern European cuisine,,Bashkir_cuisine,2,"['Pork', 'Milk', 'Dumplings', 'Cheese', 'Sausage', 'Fish', 'Meat', 'Cherry', 'Poultry', 'Soup', 'Bread', 'Jam', 'Cheesecake']"
European cuisine,Eastern European cuisine,,Chechen_cuisine,2,"['Milk', 'Dumplings', 'Cheese', 'Butter', 'Sausage', 'Cornbread', 'Meat', 'Kebab', 'Corn', 'Beef', 'Soup', 'Pie', 'Flatbread', 'Bread', 'Pasta']"
European cuisine,Eastern European cuisine,,Circassian_cuisine,2,"['Duck', 'Milk', 'Dumplings', 'Rice', 'Omelette', 'Cheese', 'Sausage', 'Eggs', 'Fish', 'Cornbread', 'Meat', 'Corn', 'Beef', 'Pancake', 'Poultry', 'Soup', 'Pie', 'Cereal', 'Bread', 'Watermelon', 'Pasta', 'Stew']"
European cuisine,Eastern European cuisine,,Komi_cuisine,2,"['Fish', 'Meat', 'Poultry', 'Pie']"
European cuisine,Eastern European cuisine,,Mordovian_cuisine,2,"['Pork', 'Milk', 'Eggs', 'Fish', 'Grains', 'Meat', 'Cabbage', 'Beef', 'Poultry', 'Soup', 'Cereal', 'Carrot']"
European cuisine,Eastern European cuisine,,Tatar_cuisine,2,"['Duck', 'Kiwifruit', 'Milk', 'Dumplings', 'Rice', 'Cheese', 'Butter', 'Eggs', 'Fish', 'Grains', 'Mashed potatoes', 'Meat', 'Cabbage', 'Apple', 'Chopped liver', 'Beef', 'Pancake', 'Cherry', 'Poultry', 'Soup', 'Raspberry', 'Banana', 'Pie', 'Fruits', 'Flatbread', 'Cereal', 'Mango', 'Bread', 'Pasta', 'Jam', 'Carrot']"
European cuisine,Eastern European cuisine,,Udmurt_cuisine,2,"['Milk', 'Dumplings', 'Cheese', 'Butter', 'Grains', 'Meat', 'Cabbage', 'Soup', 'Pie', 'Bread']"
European cuisine,Eastern European cuisine,,Ukrainian_cuisine,1,"['Duck', 'Tomato soup', 'Pork', 'Milk', 'Dumplings', 'Rice', 'Cabbage roll', 'Apricot', 'Cheese', 'Butter', 'Pierogi', 'Sausage', 'Eggs', 'Bacon', 'Boiled egg', 'Meatball', 'Fish', 'Grains', 'Mashed potatoes', 'Meat', 'Cabbage', 'Apple', 'Ice cream', 'Corn', 'Beef', 'Ham', 'Pancake', 'bagel', 'Poultry', 'Yogurt', 'Soup', 'Raspberry', 'Pudding', 'Seafood', 'Pie', 'Mayonnaise', 'Fruits', 'Cereal', 'Bread', 'Watermelon', 'Chocolate', 'Stew', 'Jam', 'Salmon', 'Sauerkraut', 'Cake', 'Carrot']"
European cuisine,Eastern European cuisine,,Crimean_Tatar_cuisine,2,"['Dumplings', 'Turnover', 'Rice', 'Cheese', 'Eggs', 'Fish', 'Meat', 'Beef', 'Soup', 'Pie', 'Bread']"
European cuisine,Eastern European cuisine,,Cuisine_of_Odesa,2,"['Pork', 'Milk', 'Sandwiches', 'Dumplings', 'Cabbage roll', 'Cheese', 'Pierogi', 'Fish', 'Mashed potatoes', 'Meat', 'Cabbage', 'Beef', 'Cherry', 'Soup', 'Seafood', 'Fruits', 'Bread', 'Stew', 'Cake']"
European cuisine,Northern European cuisine,,Estonian_cuisine,2,"['Pork', 'Milk', 'Rice', 'Cabbage roll', 'Cheese', 'Butter', 'Sausage', 'Eggs', 'Boiled egg', 'Fish', 'Pizza', 'Mashed potatoes', 'Meat', 'Cabbage', 'Apple', 'Ice cream', 'Corn', 'Blueberry', 'Pancake', 'Yogurt', 'Soup', 'Mayonnaise', 'Fruits', 'French fries', 'Cereal', 'Bread', 'Pasta', 'Jam', 'Salmon', 'Sauerkraut', 'Carrot', 'Orange']"
European cuisine,Northern European cuisine,,Latvian_cuisine,2,"['Pork', 'Milk', 'Sandwiches', 'Omelette', 'Cheese', 'Butter', 'Pierogi', 'Eggs', 'Bacon', 'Fish', 'Mashed potatoes', 'Meat', 'Cabbage', 'Beef', 'Pancake', 'Soup', 'Raspberry', 'Pie', 'Mayonnaise', 'Fruits', 'Bread', 'Pretzel', 'Salmon', 'Sauerkraut']"
European cuisine,Northern European cuisine,,Lithuanian_cuisine,2,"['Duck', 'Pork', 'Milk', 'Pear', 'Sandwiches', 'Dumplings', 'Rice', 'Apricot', 'Cheese', 'Butter', 'Pierogi', 'Sausage', 'Eggs', 'Bacon', 'Fish', 'Meat', 'Cabbage', 'Apple', 'Ice cream', 'Croissant', 'Spinach', 'Blueberry', 'Cranberry', 'Beef', 'Ham', 'Pancake', 'Cherry', 'Charcuterie', 'Yogurt', 'Soup', 'Pudding', 'Strawberry', 'Fruits', 'Cereal', 'Bread', 'Asparagus', 'Chocolate', 'Vanilla', 'Stew', 'Jam', 'Salmon', 'Sauerkraut', 'Gravy', 'Cake', 'Toast', 'Carrot']"
European cuisine,Northern European cuisine,,Livonian_cuisine,2,"['Fish', 'Orange']"
European cuisine,Northern European cuisine,,Danish_cuisine,2,"['Duck', 'Pork', 'Milk', 'Pear', 'Sandwiches', 'Shrimp and prawn', 'Pineapple', 'Dumplings', 'Steak', 'Rice', 'Apricot', 'Omelette', 'Cheese', 'Butter', 'Apple pie', 'Sausage', 'Eggs', 'Sprinkles', 'Bacon', 'Boiled egg', 'Fish', 'Pizza', 'Grains', 'Mashed potatoes', 'Meat', 'Kebab', 'Cabbage', 'Apple', 'Blue cheese', 'Ice cream', 'Corn', 'Croissant', 'Spinach', 'Chopped liver', 'Beef', 'Ham', 'Dark chocolate', 'Pancake', 'Cherry', 'Poultry', 'Soup', 'Poached egg', ""McDonald's"", 'Raspberry', 'Pudding', 'Strawberry', 'Seafood', 'Banana', 'Onion rings', 'Pie', 'Mayonnaise', 'Cookie', 'Fruits', 'Feta', 'French fries', 'Ribs', 'Flatbread', 'Scrambled egg', 'Chicken soup', 'Bread', 'Pasta', 'Baguette', 'Asparagus', 'Chocolate', 'Hot dog', 'Vanilla', 'Pretzel', 'Stew', 'Jam', 'Salmon', 'Curry', 'Gravy', 'Cake', 'Toast', 'Carrot', 'Orange']"
European cuisine,Northern European cuisine,,Faroese_cuisine,3,"['Pork', 'Milk', 'Shrimp and prawn', 'Cheese', 'Sausage', 'Eggs', 'Fish', 'Meat', 'Seafood', 'Chocolate']"
European cuisine,Northern European cuisine,,New_Nordic_cuisine,3,"['Bacon', 'Meat', 'Poached egg', 'Strawberry', 'Seafood', 'Asparagus', 'Toast']"
European cuisine,Northern European cuisine,,Finnish_cuisine,2,"['Duck', 'Pork', 'Milk', 'Rice', 'Cheese', 'Hamburgers', 'Butter', 'Sausage', 'Eggs', 'Boiled egg', 'Meatball', 'Fish', 'Pizza', 'Grains', 'Milk chocolate', 'Mashed potatoes', 'Breakfast cereal', 'Meat', 'Kebab', 'Cabbage', 'Ice cream', 'Corn', 'Blueberry', 'Cranberry', 'Beef', 'Ham', 'Pancake', 'Yogurt', 'Soup', 'Raspberry', 'Pudding', 'Strawberry', 'Pie', 'Flatbread', 'Waffle', 'Blueberry pie', 'Cereal', 'Bread', 'Pasta', 'Chocolate', 'Stew', 'Jam', 'Salmon', 'Gravy', 'Cake', 'Toast']"
European cuisine,Northern European cuisine,,Icelandic_cuisine,2,"['Pork', 'Milk', 'Shark meat', 'Rice', 'Cheese', 'Butter', 'Sausage', 'Eggs', 'Fish', 'Grains', 'Meat', 'Cabbage', 'Blue cheese', 'Corn', 'Blueberry', 'Beef', 'Ham', 'Poultry', 'Yogurt', 'Pudding', 'Cow milk', 'Seafood', 'Mayonnaise', 'Cookie', 'Fruits', 'Chocolate cake', 'Flatbread', 'Cereal', 'Bread', 'Chocolate', 'Stew', 'Jam', 'Salmon', 'Cake']"
European cuisine,Northern European cuisine,,Norwegian_cuisine,2,"['Duck', 'Pork', 'Milk', 'Pear', 'Sandwiches', 'Pineapple', 'Rice', 'Cheese', 'Butter', 'Apple pie', 'Sausage', 'Eggs', 'Bacon', 'Fish', 'Pizza', 'Mashed potatoes', 'Meat', 'Cabbage', 'Apple', 'Beef', 'Ham', 'Yogurt', 'Soup', 'Strawberry', 'Cow milk', 'Seafood', 'Pie', 'Mayonnaise', 'Fruits', 'Ribs', 'Flatbread', 'Waffle', 'Cereal', 'Bread', 'Pasta', 'Goat milk', 'Stew', 'Jam', 'Salmon', 'Sauerkraut', 'Gravy', 'Cake']"
European cuisine,Northern European cuisine,,Sami_cuisine,2,"['Milk', 'Fish', 'Meat', 'Fruits', 'Flatbread', 'Bread', 'Salmon']"
European cuisine,Northern European cuisine,,Swedish_cuisine,2,"['Pork', 'Fried egg', 'Milk', 'Dumplings', 'Rice', 'Cabbage roll', 'Apricot', 'Cheese', 'Butter', 'Apple pie', 'Sausage', 'Eggs', 'Bacon', 'Meatball', 'Fish', 'Mashed potatoes', 'Breakfast cereal', 'Meat', 'Cabbage', 'Apple', 'Ice cream', 'Blueberry', 'Beef', 'Ham', 'Pancake', 'Ginger snap', 'Yogurt', 'Soup', 'Raspberry', 'Pudding', 'Seafood', 'Pie', 'Mayonnaise', 'Cookie', 'Fruits', 'Waffle', 'Blueberry pie', 'Cereal', 'Bread', 'Pasta', 'Chocolate', 'Hot dog', 'Pretzel', 'Stew', 'Jam', 'Salmon', 'Sauerkraut', 'Blackberry', 'Cake', 'Cheesecake', 'Orange']"
European cuisine,South Eastern European cuisine,,Balkan_cuisine,1,"['Pork', 'Cheese', 'Meat', 'Seafood', 'Feta', 'Bread', 'Chocolate', 'Cake']"
European cuisine,South Eastern European cuisine,,Cuisine_of_Albania,2,"['Pork', 'Milk', 'Sandwiches', 'Avocado', 'Rice', 'Omelette', 'Persimmon', 'Cheese', 'Butter', 'Sausage', 'Eggs', 'Fish', 'Cornbread', 'Grains', 'Meat', 'Cabbage', 'Apple', 'Ice cream', 'Corn', 'Spinach', 'Beef', 'Ham', 'Cherry', 'Yogurt', 'Soup', 'Peach', 'Raspberry', 'Pudding', 'Seafood', 'Pie', 'Cookie', 'Fruits', 'Feta', 'Bread', 'Watermelon', 'Congee', 'Chocolate', 'Vanilla', 'Stew', 'Jam', 'Pumpkin pie', 'Sauerkraut', 'Blackberry', 'Cake', 'Carrot', 'Orange']"
European cuisine,South Eastern European cuisine,,Kosovan_cuisine,3,"['Milk', 'Sandwiches', 'Rice', 'Cheese', 'Sausage', 'Eggs', 'Fish', 'Cornbread', 'Meat', 'Kebab', 'Cabbage', 'Croissant', 'Spinach', 'Beef', 'Yogurt', 'Soup', 'Pudding', 'Pie', 'Processed cheese', 'Bread', 'Vanilla', 'Sauerkraut', 'Cake', 'Toast']"
European cuisine,South Eastern European cuisine,,Aromanian_cuisine,2,"['Pork', 'Cheese', 'Sausage', 'Meat', 'Poultry', 'Soup', 'Pie']"
European cuisine,South Eastern European cuisine,,Bosnian_cuisine,2,"['Pork', 'Milk', 'Rice', 'Cheese', 'Butter', 'Sausage', 'Meatball', 'Meat', 'Cabbage', 'Apple', 'Cream pie', 'Corn', 'Spinach', 'Beef', 'Charcuterie', 'Soup', 'Pudding', 'Pie', 'Fruits', 'Bread', 'Pasta', 'Stew', 'Carrot']"
European cuisine,South Eastern European cuisine,,Bulgarian_cuisine,2,"['Pork', 'Milk', 'Steak', 'Rice', 'Cheese', 'Butter', 'Sausage', 'Eggs', 'Donuts', 'Meatball', 'Fish', 'Pizza', 'Meat', 'Kebab', 'Cabbage', 'Spinach', 'Chopped liver', 'Beef', 'Ham', 'Pancake', 'Poultry', 'Yogurt', 'Soup', 'Peach', 'Mayonnaise', 'Fruits', 'Feta', 'Sushi', 'Chicken soup', 'Bread', 'Chocolate', 'Stew', 'Jam', 'Sauerkraut', 'Cake', 'Toast']"
European cuisine,South Eastern European cuisine,,Croatian_cuisine,2,"['Duck', 'Pork', 'Milk', 'Dumplings', 'Rice', 'Cheese', 'Butter', 'Sausage', 'Eggs', 'Bacon', 'Fish', 'Ravioli', 'Meat', 'Cabbage', 'Apple', 'Corn', 'Beef', 'Ham', 'Charcuterie', 'Poultry', 'Soup', 'Seafood', 'Pie', 'Cookie', 'Fruits', 'Flatbread', 'Chicken soup', 'Bread', 'Pasta', 'Asparagus', 'Chocolate', 'Vanilla', 'Stew', 'Jam', 'Sauerkraut', 'Cake', 'Orange']"
European cuisine,South Eastern European cuisine,,Gagauz_cuisine,2,"['Milk', 'Cheese', 'Grains', 'Meat', 'Pie', 'Bread']"
European cuisine,South Eastern European cuisine,,Macedonian_cuisine,2,"['Pork', 'Milk', 'Rice', 'Cheese', 'Meat', 'Cabbage', 'Beef', 'Soup', 'Fruits', 'Bread', 'Pasta', 'Stew']"
European cuisine,South Eastern European cuisine,,Montenegrin_cuisine,2,"['Pork', 'Milk', 'Shrimp and prawn', 'Rice', 'Cheese', 'Butter', 'Meatball', 'Meat', 'Kebab', 'Cabbage', 'Apple', 'Corn', 'Beef', 'Ham', 'Cherry', 'Yogurt', 'Soup', 'Pudding', 'Seafood', 'Pie', 'Ribs', 'Chowder', 'Bread', 'Pasta', 'Vanilla', 'Stew', 'Jam', 'Sauerkraut']"
European cuisine,South Eastern European cuisine,,Serbian_cuisine,2,"['Tomato soup', 'Pork', 'Milk', 'Dumplings', 'Steak', 'Turnover', 'Rice', 'Cheese', 'Butter', 'Sausage', 'Eggs', 'Bacon', 'Fish', 'Cornbread', 'Grains', 'Meat', 'Cabbage', 'Corn', 'Spinach', 'Beef', 'Ham', 'Cherry', 'Poultry', 'Yogurt', 'Soup', 'Pie', 'Mayonnaise', 'Cookie', 'Fruits', 'Cherry pie', 'Feta', 'Chocolate cake', 'Ribs', 'Bread', 'Pasta', 'Chocolate', 'Vanilla', 'Pretzel', 'Stew', 'Jam', 'Pumpkin pie', 'Taco', 'Sauerkraut', 'Birthday cake', 'Cake', 'Carrot']"
European cuisine,South Eastern European cuisine,,Romani_cuisine,1,"['Pork', 'Milk', 'Pineapple', 'Dumplings', 'Rice', 'Omelette', 'Cheese', 'Butter', 'Eggs', 'Bacon', 'Fish', 'Cornbread', 'Mashed potatoes', 'Meat', 'Cabbage', 'Apple', 'Corn', 'Beef', 'Ham', 'Soup', 'Peach', 'Pudding', 'Pie', 'Fruits', 'Flatbread', 'Bread', 'Stew', 'Jam', 'Salmon', 'Sauerkraut', 'Curry', 'Cake']"
European cuisine,South Eastern European cuisine,,Romanian_cuisine,1,"['Duck', 'Pork', 'Milk', 'Pear', 'Dumplings', 'Rice', 'Cabbage roll', 'Cheese', 'Butter', 'Sausage', 'Eggs', 'Meatball', 'Fish', 'Grains', 'Mashed potatoes', 'Meat', 'Kebab', 'Cabbage', 'Apple', 'Corn', 'Blueberry', 'Beef', 'Ham', 'Cherry', 'Poultry', 'Yogurt', 'Soup', 'Peach', 'Raspberry', 'Pudding', 'Strawberry', 'Pie', 'Mayonnaise', 'Cookie', 'Fruits', 'Feta', 'Ribs', 'Processed cheese', 'Chicken soup', 'Bread', 'Watermelon', 'Chocolate', 'Vanilla', 'Pretzel', 'Stew', 'Jam', 'Sauerkraut', 'Cake', 'Carrot']"
European cuisine,South Eastern European cuisine,,Moldovan_cuisine,2,"['Pork', 'Milk', 'Dumplings', 'Rice', 'Cabbage roll', 'Cheese', 'Pierogi', 'Meatball', 'Fish', 'Grains', 'Meat', 'Cabbage', 'Corn', 'Beef', 'Soup', 'Fruits', 'Cereal', 'Chicken soup', 'Stew', 'Sauerkraut', 'Cake']"
